Follow-up ID,Parent ID,HMG Contact,Referral Date,Referral,Notes,Why Follow-up,Follow-up Date,Done,Result,Child ID
1953,1498,RobinL,2011-11-12,Interoffice,"needs diagnosis, parent support/ed, continued OT/PT, etc",Research,2012-02-15,1,Information received by client,
1956,1708,KamiO,2012-02-07,Other,Called and left a vm,Connected?,2012-02-07,1,Left Message,
1962,1775,RachelP,2012-02-08,Interoffice,Get Parent Permission/enrollment form,Other,2012-03-26,1,No response from family,
1965,1486,DeborahW,2012-02-08,Interoffice,transfer family to SarahA,Other,2012-02-08,1,Complete,
1966,1540,DeborahW,2012-02-09,Interoffice,waited until stacey (WB VISTA) started. Called the mom just to get a little more information from her and make sure she had the info she needed.,Other,2012-02-09,1,"Other, see notes",
1967,1540,DeborahW,2012-02-09,Interoffice,call to follow up with mom and see how she's doing.,Other,2012-02-20,1,Left Message,
1968,1668,DeborahW,2012-02-09,Interoffice,"haven't heard from mom, she's probably giving birth! Will call her in a few months to see if she's still interested. Dw",Other,2012-04-27,1,Left Message,
1971,1691,DeborahW,2012-02-09,Interoffice,called and left message,Update Family Information,2012-02-09,1,Complete,
1974,1703,DeborahW,2012-02-09,Provo School District  801-374-4840,called and left message,Connected?,2012-02-09,1,Complete,
1976,1475,DeborahW,2012-02-09,Interoffice,transferred family to SarahA,Other,2012-02-09,1,Complete,
1977,1585,DeborahW,2012-02-09,Interoffice,family transferred to SarahA,Other,2012-02-09,1,Complete,
1979,1775,RachelP,2012-02-08,Interoffice,"Wants reading tutoring for his 10, 7, and 5 year old children.",Research,2012-02-08,1,Complete,
1980,1775,RachelP,2012-02-10,"Lehi Literacy Center, 801-407-1025",Left Message last time.  Call again.,Connected?,2012-03-08,1,Left Message,
1982,1504,DeborahW,2012-02-10,Interoffice,transfer fam to SarahA,Other,2012-02-10,1,Complete,
1984,1591,DeborahW,2012-02-10,Interoffice,family transferred to SarahA,Other,2012-02-10,1,Complete,
1988,1775,RachelP,2012-02-13,"Lehi Literacy Center, 801-407-1025",Left Message with information,Connected?,2012-02-13,1,Left Message,
1992,1739,RobinL,2012-02-06,Interoffice,referrals listed on child record,Research,2012-02-14,1,Information received by client,
1995,1584,RobinL,2012-02-10,Interoffice,Need enrollment form,Update Family Information,2012-02-14,1,Complete,
1996,1584,RobinL,2012-02-06,Welcome Baby UWAY 801-691-5320,Mom wants to enroll twins in Welcome Baby,Connected?,2012-02-14,1,Received service,
1998,1787,KamiO,2012-02-14,Childcare Resource and Referal  801-863-8220 (Julia),"Is looking for somewhere to take their disabled son during the day, is expecting another child",Connected?,2012-02-28,1,Left Message,
2002,1789,DeborahW,2012-02-14,Utah County Health Department  801-851-7000,,Connected?,2012-03-01,1,Child situation changed,
2005,1793,RachelP,2012-02-14,Interoffice,Children need help dealing with their parents divorce,Research,2012-02-15,1,Information received by client,
2010,1752,KathrynG,2012-02-15,Interoffice,Transferred family to Sarah,Other,2012-02-15,1,Complete,
2021,1796,DeborahW,2012-02-16,Interoffice,"connected with parent yet? He was going to call us back, Did he return the call?",Update Family Information,2012-02-20,1,Complete,
2022,1741,DeborahW,2012-02-16,Interoffice,"robin asked me to call the family and check in with them. Didn't answer, just left a message. Dw",Verify Improvement,2012-02-17,1,Complete,
2023,1669,KamiO,2012-02-17,Interoffice,"just looking through the database, does this file need to be closed? Dw",Other,2012-02-17,1,No follow through by client,
2024,1675,KamiO,2012-02-17,Interoffice,ASQs need to be sent to this family - looks like they never got them. Dw,Other,2012-02-17,1,Complete,
2034,1783,BarbaraL,2012-02-20,Interoffice,Grandma is having a hard time handling granddaughter. Would like to have child in some kind of care for part of the day.,Connected?,2012-02-24,1,Service not received,
2042,1806,RachelP,2012-02-23,Alpine School District 801-756-8400,Shelbi's husband needs to go.  For the court?,Connected?,2012-03-26,1,Outcome unknown,
2045,1793,RachelP,2012-02-23,The Utah Family Academy (801) 377-5050,She received the referrals and ASQs that I mailed to her. She has not called or filled out the ASQs yet/,Connected?,2012-02-23,1,Parent Pending,
2047,1808,RachelP,2012-02-23,Nebo School District  801-354-7400,,Connected?,2012-04-09,1,No follow through by client,
2059,1530,BarbaraL,2012-02-23,Wasatch Mental Health  801-373-4760 (Adult services) 801-377-1213 (Children services),,Connected?,2012-02-23,1,Information received by client,
2060,1530,BarbaraL,2012-02-23,Interoffice,Mom reconnected after 6 mos with new concerns for children and herself.  Send email outlining two resources and also asked questions concerning medicaid eligibility,Verify Improvement,2012-02-23,1,Information received by client,
2061,1530,BarbaraL,2012-02-23,Grandfamilies of Utah County  (801) 373-4765,Mom is raising her sisters children.  Her sister died and she provided foster care till able to adopt. Grandfamilies could help with grief and adaptation.,Connected?,2012-02-23,1,Information received by client,
2062,1530,BarbaraL,2012-02-23,Specialist,"mom has a clotting disorder and needs a medical home , was not satisfied with Mountainland Health Clinic, Referred mom to Gappemeyer Family Clinic",Connected?,2012-02-23,1,Information received by client,
2069,1815,BarbaraL,2012-02-27,LDS Employment  801-818-6161,Mom will be going to LDS Employment-tomorrow.,Connected?,2012-02-27,1,Information received by client,
2070,1815,BarbaraL,2012-02-27,"Turning Point  801-863-7580 (childcare, GED)",,Connected?,2012-02-27,1,Information received by client,
2075,1823,RachelP,2012-02-28,Interoffice,Ask for Doc. Info & how parent heard about us,Update Family Information,2012-02-28,1,Complete,
2084,1815,BarbaraL,2012-02-27,Interoffice,"Called to get information: left mssg. Need to get address to mail out ASQ.Mom called, left address and I mailed out ASQ. 2/29/2012. BL",Update Family Information,2012-03-05,1,"Other, see notes",
2086,1359,KamiO,2012-11-10,Kids Who Count 801-423-3000 (Liz),,Connected?,2012-12-06,1,Received service,
2087,1114,RobinL,2010-03-16,Pregnancy Resource Center  801-221-2591,,Connected?,2010-03-30,1,No follow through by client,
2088,1736,KamiO,2012-02-28,Nebo School District  801-354-7400,encouraged the mom to go to the Nebo parenting support group,Connected?,2012-03-20,1,Appointment scheduled,
2092,1569,BarbaraL,2011-10-20,Informational resources,usan Loving at the USOE.  She specializes in transition services and is a great resource for this area.  Her email is susan.loving@schools.utah.gov  and her phone is 801-538-7645.,Connected?,2011-10-20,1,Information received by client,
2093,1269,CatieV,2010-10-12,Informational resources,"Gave her informational and BYU CC, see if connected",Connected?,2010-10-13,1,Received service,
2096,1160,RobinL,2010-09-23,Nebo School District  801-354-7400,,Relay Information,2010-09-23,1,Information received by client,
2100,1436,DeborahW,2012-05-17,PEIP  801-852-4525 (Beri),received assesment from PEIP and qualified for their service. She's just waiting to hear back from them.,Connected?,2012-06-01,1,Received service,
2103,1562,KamiO,2011-11-17,Nebo School District  801-354-7400,parenting classes,Connected?,2011-11-24,1,No response,
2105,1574,KamiO,2011-10-19,Informational resources,"CCR&R, Welcome Baby",Connected?,2012-02-07,1,No follow through by client,
2106,1574,KamiO,2011-11-08,Department of Workforce Services,& Family Support & TC,Connected?,2012-02-28,1,Left Message,
2108,1497,BarbaraL,2011-08-19,Division of Child and Family Services  801-374-7257,,Connected?,2011-08-26,1,No response from family,
2119,1775,RachelP,2012-02-28,"Lehi Literacy Center, 801-407-1025",,Connected?,2012-03-26,1,No response from family,
2121,1354,BarbaraL,2011-01-27,BYU Comprehensive Clinic 801-422-7759,,Connected?,2011-01-27,1,Information received by client,
2130,1736,KamiO,2012-02-28,Nebo School District  801-354-7400,Nebo school district support group,Verify Improvement,2012-02-28,1,Information received by client,
2134,1231,RachelP,2012-02-29,Alpine School District 801-756-8400,,Connected?,2010-09-01,1,No response from family,
2141,1316,BarbaraL,2010-11-18,Pregnancy Resource Center  801-221-2591,,Relay Information,2010-11-18,1,Information received by client,
2148,1748,KamiO,2012-01-30,BYU Comprehensive Clinic 801-422-7759,,Connected?,2012-02-21,1,Left Message,
2155,1574,KamiO,2012-03-02,Department of Workforce Services,"& Family Support & TC, 3rd try",Connected?,2012-03-09,1,No follow through by client,
2156,1787,KamiO,2012-03-02,Childcare Resource and Referal  801-863-8220 (Julia),2nd phone call,Connected?,2012-03-09,1,Left Message,
2158,1704,RobinL,2012-03-04,Informational resources,Get family/dr info,Verify Improvement,2012-03-08,1,No response from family,
2160,1497,BarbaraL,3012-03-06,Informational resources,"Sent letter with information on DCFS, and how to make a referral",Connected?,2012-03-06,1,Information received by client,
2163,1860,KathrynG,2012-03-08,Interoffice,Talked to Barb about resources,Research,2012-03-09,1,Complete,
2166,1860,ShannonM,2012-04-04,Kids on the Move  801-221-9930 (Eileen Chamberlain),KOTM: Bridges and BYU Comprehensive social skills - possibly wait listed. Ask about which one she went to and how it is going?,Connected?,2012-05-17,1,Left Message,
2167,1775,RachelP,2012-03-12,"Lehi Literacy Center, 801-407-1025",,Connected?,2012-03-12,1,Left Message,
2170,1808,RachelP,2012-03-12,Nebo School District  801-354-7400,,Connected?,2012-03-12,1,Parent Pending,
2172,1793,RachelP,2012-03-12,The Utah Family Academy (801) 377-5050,,Connected?,2012-03-12,1,Parent Pending,
2174,1806,RachelP,2012-03-12,Alpine School District 801-756-8400,Not home.,Connected?,2012-03-12,1,Client cannot be reached,
2176,1741,RobinL,2012-02-01,Kids Who Count 801-423-3000 (Liz),"mom back at work, doing better",Verify Improvement,2012-03-12,1,Received service,
2184,1876,KristinR,2012-03-14,Interoffice,get dr. information when verifying Brooklyn's 36mo  ASQ receipt,Other,2012-03-19,1,No follow through by client,
2188,1549,KristinR,2012-03-15,Interoffice,get dr. info,Update Family Information,2012-06-04,1,Complete,
2190,1574,KamiO,2012-03-15,Department of Workforce Services,,Connected?,2012-04-05,1,Client cannot be reached,
2193,1574,KamiO,2012-03-15,Welcome Baby Health Department  801-851-7059,,Connected?,2012-04-05,1,Client cannot be reached,
2200,1624,BarbaraL,2012-03-19,Interoffice,barb - found this file open…does it need to be closed? Dw,Research,2012-03-19,1,Complete,
2201,1688,KamiO,2012-03-19,Interoffice,"kami, does this file need to be closed? There were no open referrals. Dw",Research,2012-03-19,1,Client cannot be reached,
2203,1765,KamiO,2012-03-19,Interoffice,merge with Lissy Atenduaga's file,,2012-03-19,0,,
2204,1741,RobinL,2012-02-01,Kids Who Count 801-423-3000 (Liz),"Social Worker eval showed postpartum depression, mom on meds, has appt w/mental health 3/22/2012, feels better but still needs support.  Will f/u 3/23.",Verify Improvement,2012-03-19,1,Received service,
2205,1741,RobinL,2012-03-19,Wasatch Mental Health  801-373-4760 (Adult services) 801-377-1213 (Children services),,Connected?,2012-03-23,1,Left Message,
2208,1884,KamiO,2012-03-20,U Can Learn 801-281-5546,GREAT program she said :),Connected?,2012-04-24,1,Received service,
2212,1798,KamiO,2012-03-21,Interoffice,"Got the ASQ back, call to check address",Update Family Information,2012-03-22,1,Client cannot be reached,
2213,1798,KamiO,2012-03-22,Interoffice,,Update Family Information,2012-03-23,1,Client cannot be reached,
2214,1798,KamiO,2012-03-23,Interoffice,"Third time calling, no voicemail. If they cannot be reached close the file.",Update Family Information,2012-03-26,1,Client cannot be reached,
2215,1820,RachelP,2012-03-23,Interoffice,Need phone number or new address.,Update Family Information,2012-03-23,1,Client cannot be reached,
2218,1741,RobinL,2012-03-25,Wasatch Mental Health  801-373-4760 (Adult services) 801-377-1213 (Children services),emailed request for follow up; sent ASQ results,Connected?,2012-03-26,1,"Other, see notes",
2222,1808,RachelP,2012-03-26,Nebo School District  801-354-7400,,Connected?,2012-03-26,1,Left Message,
2226,1365,KamiO,2012-02-01,Interoffice,"Autistic 6 yo son, problems with not wanting anyone to touch his head and she wants to get his hair cut, called Lori at Bridges for ideas, Paul Mitchell has someone that does haircuts on Autistic kids",Research,2012-02-21,1,Client cannot be reached,
2228,1748,KamiO,2012-03-29,BYU Comprehensive Clinic 801-422-7759,,Connected?,2012-04-05,1,Client cannot be reached,
2233,1773,KamiO,2012-03-29,BYU Comprehensive Clinic 801-422-7759,,Connected?,2012-03-29,1,Left Message,
2234,1773,KamiO,2012-03-29,BYU Center for Service & Learning 801-422-8686 (Access/Impact),"Called back, wasn't sure, will call back",Connected?,2012-04-06,1,No follow through by client,
2235,1773,KamiO,2012-03-29,BYU Comprehensive Clinic 801-422-7759,Did she get ahold of Utah Parent Center or Bridges,Connected?,2012-04-24,1,Left Message,
2237,1911,BarbaraL,2012-04-03,Kids on the Move  801-221-9930 (Eileen Chamberlain),,Connected?,2012-04-13,1,Information received by client,
2238,1911,BarbaraL,2012-04-03,Informational resources,Sent information on all resources and and informational handout on sticky custody issues.,Connected?,2012-04-13,1,Received service,
2241,1913,KamiO,2012-04-02,Interoffice,Find referrals for austism services,Research,2012-04-02,1,Complete,
2243,1915,RachelP,2012-04-02,"Mountainland Family Health Center, 801-429-2000",,Connected?,2012-04-07,1,Application pending,
2247,1913,KamiO,2012-04-03,"Bridges, KOTM  801-616-5800","See what worked w/ PLAY, BYUCC, & Bridges",Connected?,2012-05-14,1,Left Message,
